pid;uid;name;events
28216;731;explorer.exe;{DISK:[rename, mount, write, write, truncate, mount, open]# DISK:[flush, open]# RAM:[move, alloc, copy, store, store, calloc]# CPU:[mov, inc, jump, sub]# RAM:[write, read, read, cache, fetch]# DISK:[seek, open, seek, sync, commit, sync]# DISK:[write, truncate]}
50806;333;git.exe;{RAM:[calloc, memcpy]# CPU:[jmp, push, jump, cmp, cmp]# DISK:[mount, mount, commit, close, unlink, fsync, flush, seek]# CPU:[test, loop, mod, call, inc]# RAM:[free, alloc]# DISK:[fsync, seek, write, append]}
27954;731;chrome.exe;{CPU:[call, pop, div, loop, ret]# RAM:[move, read, malloc]# CPU:[mov, jump, xor, xor, pop, inc, div]# CPU:[sub, mov]# CPU:[shift, sub, dec, xor, add, ret, ret]}
54364;642;regedit.exe;{CPU:[div, mul, mod]# RAM:[free, calloc, alloc, move, read]# RAM:[store, fetch, store, calloc, move, copy, calloc]# DISK:[unlink, fsync, commit, fsync, read]}
11598;314;ssh.exe;{RAM:[alloc, cache, read, free]# CPU:[call, add, jump, loop, dec]# RAM:[alloc, write, load, fetch, fetch, read]# DISK:[read, seek, append, write, write, rename]# RAM:[alloc, free, memcpy, calloc, copy, read, alloc, free]# RAM:[alloc, write, malloc, calloc, move, memcpy, malloc]# CPU:[dec, jmp]}
16417;642;ssh.exe;{DISK:[open, unlink]# DISK:[sync, write]# CPU:[shift, cmp, ret, dec, inc, ret]# DISK:[close, commit]# RAM:[memcpy, fetch, memcpy, fetch, alloc, memcpy]# DISK:[sync, truncate]}
67833;25;wmic.exe;{RAM:[fetch, copy, calloc]# DISK:[fsync, flush, write, truncate, sync, commit]# CPU:[mov, test, call, jmp, push, inc]}
40862;25;control.exe;{DISK:[read, close, rename]# RAM:[read, read, alloc]# DISK:[commit, mount, truncate]}
16806;1507;ping.exe;{DISK:[seek, mount, write]# RAM:[fetch, load, malloc, free]# DISK:[close, fsync, truncate]# DISK:[write, sync]}
47273;98;netstat.exe;{DISK:[open, read]# DISK:[close, seek, read, seek, open, flush, seek]# RAM:[memcpy, alloc, free, release, alloc, alloc, memcpy]# RAM:[store, release, alloc, memcpy, write]}
32042;219;wmic.exe;{CPU:[jump, jmp, mul, shift, inc, sub, shift, push]# RAM:[read, malloc, release]# CPU:[xor, loop, loop, loop]# RAM:[move, write, move, copy, free]}
17404;87;control.exe;{DISK:[commit, write, sync]# DISK:[open, close, write, append, mount, sync, fsync, commit]# CPU:[call, mov, jmp, cmp, div, add, push, xor]}
97338;642;regedit.exe;{DISK:[sync, read, read, commit, write]# CPU:[shift, test]# CPU:[sub, dec, mod, ret, dec, shift]}
51644;4086;explorer.exe;{CPU:[mod, jump, mul, mov, jmp, mod, dec]# RAM:[load, move]# RAM:[calloc, calloc, load, load, malloc, read, fetch, cache]# RAM:[malloc, load, move]# CPU:[xor, mov, shift, dec, add, pop, mod]# CPU:[cmp, jump, call, mod, jump]}
56964;87;cmd.exe;{CPU:[cmp, shift, jump, inc]# DISK:[close, unlink, mount, open, read, write]# DISK:[fsync, truncate, open, seek, truncate, close]# RAM:[malloc, move, write, memcpy, move, cache]# CPU:[xor, pop, mul, mov, mod, push, xor]}
26447;642;chrome.exe;{CPU:[pop, loop, call, dec, sub, dec, ret]# CPU:[xor, push, cmp]# CPU:[xor, mul, mul, dec, jmp, test, mod, add]# RAM:[load, store, release, fetch, calloc, memcpy, cache]}
90517;98;control.exe;{RAM:[calloc, fetch, cache, move]# DISK:[rename, mount, close, rename, open, unlink, flush]# RAM:[cache, store, move]# RAM:[load, cache, cache, memcpy, move, calloc, copy, cache]# CPU:[cmp, push, jump, mul, call]}
45091;56;java.exe;{DISK:[seek, commit, unlink, fsync, commit, mount, truncate]# CPU:[inc, call, mod, jump, inc, dec, mov, mod]# RAM:[release, fetch, alloc, write]}
31495;25;git.exe;{CPU:[dec, mov, div]# RAM:[cache, write, release]# RAM:[malloc, load]# DISK:[commit, flush, flush, rename, read, sync]# CPU:[inc, pop, cmp, sub]}
59450;98;docker.exe;{DISK:[append, flush, write, open, seek, seek, truncate, open]# DISK:[write, append, truncate, fsync, unlink, read, read]# CPU:[dec, ret]# RAM:[copy, load]}
41824;314;ipconfig.exe;{DISK:[close, read, sync, truncate]# RAM:[load, release, malloc, malloc]# DISK:[seek, write, append, flush, open]# CPU:[add, jmp, shift, inc, jump, xor, loop, loop]# RAM:[move, cache, cache]}
89486;219;docker.exe;{CPU:[add, div, push, sub, sub]# DISK:[unlink, fsync, read, fsync, append, truncate, write]# CPU:[inc, jmp, sub, sub]# CPU:[test, call, jump]}
8713;56;calc.exe;{RAM:[release, free, write, cache, read, move, load]# CPU:[div, cmp, mod, jmp, mul, test]# CPU:[cmp, div]# CPU:[dec, dec, jump, jmp, mod]# CPU:[add, call, mov, test, xor, dec, jump]}
94358;219;netstat.exe;{DISK:[flush, flush, read, read, read, open, close]# RAM:[memcpy, move, free]# DISK:[commit, read, seek, mount, unlink, fsync]# RAM:[memcpy, release, calloc, release, free, calloc, store]# CPU:[xor, shift, shift]}
11517;642;java.exe;{RAM:[write, read, copy, fetch, read]# DISK:[sync, commit, append]# CPU:[jmp, call, cmp, mod, sub, div, add, test]}
16442;314;python.exe;{RAM:[release, release, copy, free, copy, malloc, copy]# DISK:[close, write, fsync]# RAM:[calloc, release, malloc, cache, memcpy, calloc, load]}
70109;56;python.exe;{CPU:[loop, push, jump, jump]# CPU:[jump, jump, call]# DISK:[seek, open, write, rename, commit, mount]# RAM:[store, copy, malloc]# DISK:[read, close, fsync, open, open, open]# CPU:[dec, mod, sub]}
49517;314;netstat.exe;{CPU:[sub, mod, xor, test]# CPU:[div, ret]# CPU:[mod, test, push, div]# CPU:[test, inc]# CPU:[ret, pop, div, ret, inc, jump, add, mul]}
28903;731;calc.exe;{DISK:[truncate, rename]# RAM:[cache, free, move, release, memcpy, fetch, malloc]# RAM:[write, store, memcpy, load, calloc]# RAM:[store, store]# RAM:[write, calloc, alloc, malloc, malloc, write]# RAM:[cache, memcpy]}
35183;87;cmd.exe;{DISK:[unlink, sync, mount, seek]# DISK:[write, commit, close, sync, commit, flush, commit]# RAM:[copy, fetch, store, calloc, alloc]# CPU:[add, jump, add, push, call]# RAM:[malloc, read, write]# DISK:[open, append, write, read, close, open, write, read]# RAM:[free, move]}
32035;333;docker.exe;{RAM:[copy, move, malloc, fetch, cache]# CPU:[jmp, test, cmp, mul, call, shift]# RAM:[free, write, calloc, move, calloc]# CPU:[loop, mod, add]# RAM:[memcpy, move, copy, copy]# DISK:[open, truncate, sync, unlink, flush]# DISK:[open, open, commit]}
91625;333;services.exe;{CPU:[mul, mod, inc, pop, cmp, add]# DISK:[close, rename, commit, open, unlink, read, flush]# CPU:[sub, call, div]# DISK:[unlink, fsync]}
3182;219;mvn.exe;{RAM:[move, malloc, fetch, calloc]# RAM:[read, memcpy, read, read, alloc]# RAM:[fetch, cache, load, load, copy, malloc]# RAM:[cache, load, move, fetch, move]# RAM:[write, cache, release, free]# RAM:[cache, memcpy, read, load]}
43435;25;notepad.exe;{CPU:[inc, xor, test, cmp]# CPU:[mod, push, mov, shift, call, loop]# RAM:[write, malloc]# DISK:[unlink, read, commit, close, sync, flush, unlink]# CPU:[dec, mov]# RAM:[read, alloc, store, store, write, alloc, copy]}
21215;4086;docker.exe;{RAM:[free, write, release, store]# DISK:[truncate, commit, fsync, truncate]# DISK:[unlink, commit, sync, unlink, mount, sync, open, sync]# CPU:[inc, push, pop, xor]}
40390;333;regedit.exe;{RAM:[write, cache, move, move, move, free]# DISK:[fsync, close, fsync]# RAM:[move, fetch, load, free]}
75455;56;docker.exe;{CPU:[ret, call, jump, xor, sub, mov]# RAM:[cache, alloc, move, memcpy, fetch, memcpy]# CPU:[ret, jmp, mov, push, div, xor]# CPU:[add, mov]# RAM:[read, memcpy, alloc]}
15192;4086;explorer.exe;{RAM:[release, copy, store, free]# RAM:[memcpy, calloc, cache, store, store, fetch, calloc]# DISK:[fsync, rename, read]# CPU:[add, sub, pop]# RAM:[cache, release, load, cache, write, alloc]# DISK:[flush, commit, seek, fsync, seek, read]}
96738;219;powershell.exe;{CPU:[loop, inc, mod]# RAM:[memcpy, move, cache, free, store, move]# RAM:[malloc, release, fetch, read, copy, cache, calloc]# CPU:[cmp, mul, push, dec, ret, pop]}
24892;56;wmic.exe;{RAM:[free, write, write, free, copy]# DISK:[seek, flush, mount, read]# CPU:[shift, call, jump, sub, xor, cmp, pop, loop]# RAM:[load, cache, free]# DISK:[seek, mount]}
30507;1507;git.exe;{RAM:[memcpy, memcpy, malloc, calloc, malloc, cache]# DISK:[seek, seek, truncate, rename, open, unlink, close, close]# CPU:[push, mod, mov, sub, jump, mul]# DISK:[append, append, mount, write, append, mount, flush]# CPU:[cmp, inc, sub, jump]# CPU:[dec, sub, call, call, ret, push]# RAM:[store, alloc, fetch, calloc, store]}
95760;314;ipconfig.exe;{CPU:[jump, xor, add, jump, add, jump]# RAM:[move, write, free, free, read]# CPU:[xor, cmp]# RAM:[fetch, fetch, write, memcpy, memcpy]}
16202;1507;docker.exe;{RAM:[read, fetch, release, cache, alloc, calloc, fetch, move]# DISK:[rename, fsync, unlink, flush]# DISK:[read, mount]# DISK:[flush, seek, write, read]# CPU:[mov, ret, push, test, call, xor, add]# CPU:[jump, sub, jump, ret]}
38897;4086;cmd.exe;{DISK:[rename, seek, write, append, close, read, read, open]# CPU:[sub, dec, sub, loop]# DISK:[fsync, mount, open, truncate, append]# DISK:[write, fsync, append, open, open, close, append, unlink]# RAM:[write, move, calloc, release, move]# CPU:[sub, mod, dec, ret]# CPU:[loop, jump, test, jump, inc, jmp]}
8500;314;taskmgr.exe;{DISK:[rename, commit]# DISK:[sync, sync, rename, truncate]# RAM:[load, copy, memcpy, memcpy, alloc, free, fetch]# CPU:[cmp, loop, mov, mul, call, div, jump]# CPU:[sub, div]}
69688;4086;gradle.exe;{CPU:[dec, ret, shift, sub, mul, loop, sub]# RAM:[memcpy, read, calloc, malloc]# CPU:[jump, dec, div, mov, push, dec]}
23457;98;chrome.exe;{RAM:[alloc, alloc]# CPU:[mod, push, xor, xor, ret]# RAM:[alloc, read, store]}
38014;314;taskmgr.exe;{RAM:[cache, malloc, store]# DISK:[mount, commit, open, sync, fsync, flush, flush, close]# DISK:[close, truncate]}
25724;1024;services.exe;{RAM:[release, read, load, copy, release]# DISK:[truncate, commit, commit, unlink, seek]# RAM:[read, calloc, alloc, read, release]# RAM:[malloc, cache, calloc, copy, malloc, store]# CPU:[inc, cmp, loop, test, push, call]}
52169;731;diskpart.exe;{CPU:[inc, shift, xor, push, call, loop]# RAM:[store, calloc, alloc, alloc, store]# DISK:[seek, sync, write]# RAM:[copy, write, alloc, calloc]}
79344;314;notepad.exe;{DISK:[read, read, commit, mount, write, write, unlink]# RAM:[read, alloc, move]# RAM:[calloc, malloc, memcpy, move]# RAM:[cache, free, fetch]# DISK:[rename, read, open, sync, read, fsync, commit]}
94828;56;control.exe;{CPU:[mod, mul, inc, push, jmp]# CPU:[ret, inc, div, cmp, cmp, div, xor]# DISK:[rename, fsync, seek, seek, mount, commit]# DISK:[fsync, flush, close, fsync, read, write, fsync, open]}
11071;314;taskmgr.exe;{CPU:[mul, dec, pop, jmp, div, dec, ret, jump]# RAM:[cache, copy, fetch, cache, load, read]# CPU:[mov, div, jmp, inc, push, ret, ret, sub]}
51147;56;services.exe;{DISK:[seek, rename]# RAM:[move, copy, fetch]# RAM:[copy, fetch, free, release, store, copy, store]# DISK:[open, sync, mount, fsync, sync]}
98264;56;ftp.exe;{DISK:[close, read, flush, mount, open]# CPU:[jump, shift]# CPU:[mul, cmp, call]}
2342;56;wmic.exe;{CPU:[call, push, ret, cmp]# CPU:[test, jmp, mov, div]# CPU:[loop, jump, shift, mov, push]}
75514;333;gradle.exe;{DISK:[truncate, close, flush]# CPU:[ret, add, sub, xor, shift, shift, shift]# CPU:[call, add, sub, add, dec, cmp, call]}
70779;219;ipconfig.exe;{RAM:[release, write, read]# RAM:[read, store, calloc, alloc, load, free, copy]# CPU:[add, dec, ret, call, shift, call]# DISK:[commit, rename, commit, seek, seek, append, sync, truncate]# DISK:[read, fsync, append, rename, sync]# CPU:[xor, call, ret, cmp, jmp, mod, cmp, cmp]# RAM:[memcpy, write, copy, store, malloc]}
15048;1507;node.exe;{CPU:[loop, div, xor, shift, ret]# RAM:[write, read, write, free, alloc, malloc, copy, calloc]# CPU:[xor, jump, div]# DISK:[fsync, truncate, close, flush, unlink, read]# RAM:[move, memcpy, release, write, copy, fetch, store]# DISK:[close, close, seek, sync, append, append, sync, write]}
85381;25;docker.exe;{DISK:[seek, open, truncate]# DISK:[fsync, open]# RAM:[calloc, write, move]# CPU:[loop, shift, div, loop, jmp]# DISK:[unlink, commit]}
55019;98;node.exe;{DISK:[mount, unlink, open, append, read, close, open]# CPU:[jump, mod, mod, dec, mod, ret, mod]# CPU:[dec, mov, div, jump, inc, loop]# CPU:[jmp, mov, mov, call]}
45113;219;ping.exe;{RAM:[cache, malloc, malloc, read, calloc, fetch, memcpy]# RAM:[move, release, move]# CPU:[push, test, jump, shift, shift]# DISK:[write, rename, append, commit]# DISK:[append, seek, truncate, seek, truncate]# DISK:[mount, open, open, append, mount]# DISK:[open, commit, fsync, commit]}
37354;731;regedit.exe;{DISK:[rename, commit, rename]# DISK:[mount, write, sync, append, flush, mount, fsync, append]# DISK:[unlink, flush, sync, close, commit, truncate, rename]}
69989;87;python.exe;{DISK:[seek, mount, mount, unlink, seek, rename]# DISK:[open, open, truncate]# RAM:[store, alloc]# CPU:[sub, call, mod, jump, loop, sub, mod, mod]# RAM:[move, read, read, release, copy, alloc]}
35562;642;regedit.exe;{DISK:[rename, flush]# CPU:[ret, mov, ret, cmp, sub, inc]# RAM:[malloc, release, copy, copy]# CPU:[test, push, div, ret, dec, shift]# CPU:[jump, loop]}
48669;25;explorer.exe;{CPU:[dec, mod]# DISK:[write, commit, fsync, rename, commit]# RAM:[free, read, store, cache, load, write, copy]}
34317;98;ipconfig.exe;{DISK:[fsync, mount, sync, append, commit, seek, truncate]# RAM:[read, malloc, write, copy, fetch, alloc, cache]# DISK:[seek, seek, write, open, rename, flush, sync, unlink]# DISK:[seek, flush]# RAM:[load, load, alloc, move]# DISK:[sync, append]}
36047;1507;chrome.exe;{DISK:[fsync, unlink, read, mount, seek]# RAM:[calloc, calloc, alloc]# CPU:[dec, shift, test, jump]# RAM:[calloc, alloc, alloc, release, alloc]# CPU:[add, inc, xor, cmp, pop, loop]# CPU:[test, pop, test, mod]}
39890;642;services.exe;{RAM:[free, move, cache, store, alloc, write]# CPU:[xor, inc, add, test, mul, jump]# RAM:[memcpy, store, free, write]# CPU:[sub, add, xor, mod, jump, call, mul]# CPU:[test, xor, jump, loop, test, call, shift]}
35581;642;diskpart.exe;{DISK:[commit, unlink, truncate]# RAM:[malloc, store, copy, store, alloc, alloc, move]# DISK:[read, open, fsync, unlink]# CPU:[inc, div, mod, div, jmp, inc, test]# RAM:[write, fetch, write, read, store, read]# DISK:[open, seek, unlink, mount, commit, write, mount, append]# RAM:[load, fetch, free, calloc]}
48088;1507;ipconfig.exe;{CPU:[loop, jmp, pop, div]# RAM:[store, move]# RAM:[calloc, move, fetch, free, load, load, release]# DISK:[seek, unlink, flush]# RAM:[copy, read, free, free, write, copy]}
28643;731;cmd.exe;{DISK:[flush, fsync, open]# DISK:[read, sync, seek, truncate, append, truncate]# DISK:[rename, truncate, write]}
46319;314;mvn.exe;{RAM:[read, load, release]# DISK:[read, unlink, open, write, unlink]# CPU:[loop, pop]# RAM:[release, malloc, free, store]# DISK:[append, rename, rename]# DISK:[write, truncate]# DISK:[write, unlink, sync, open, append, flush, mount, mount]}
50106;4086;cmd.exe;{RAM:[cache, alloc, move, calloc, cache, move, write]# RAM:[free, release, cache]# CPU:[mov, push, mod, shift, push, inc]# CPU:[mov, mov, mov, add, sub, div]# CPU:[ret, inc, test, xor, mov, add]# DISK:[fsync, open, close]}
44714;314;powershell.exe;{DISK:[sync, open, truncate, mount, mount, read]# DISK:[sync, mount, close, truncate]# DISK:[commit, rename, fsync, open]}
80718;333;git.exe;{RAM:[alloc, copy, store, release, calloc]# RAM:[malloc, memcpy, move, store]# DISK:[truncate, close, write]# DISK:[read, read]# CPU:[mov, loop, ret, mul, jump]# RAM:[copy, free, malloc, move, release, fetch]# CPU:[add, inc, mov, jmp, pop]}
34531;219;powershell.exe;{CPU:[test, call, jmp, mod, jmp]# CPU:[call, cmp]# DISK:[flush, truncate]# DISK:[rename, sync, fsync, truncate]# CPU:[mul, mov, xor, test, ret, mul, push, inc]}
75654;25;notepad.exe;{DISK:[fsync, close, commit, open, fsync, read, fsync, write]# RAM:[move, read, store, store, alloc]# DISK:[sync, sync, commit, flush, flush, fsync, rename, unlink]# CPU:[inc, jmp, ret, add, loop, add, inc]# CPU:[mod, add, div]# CPU:[xor, mov, mul, add, xor, ret]# CPU:[mov, test, pop, jump, inc, dec, div, xor]}
94931;731;explorer.exe;{CPU:[jmp, inc, ret, div, jmp, div, sub]# RAM:[read, alloc, load, free]# DISK:[flush, sync, write, unlink, close]# DISK:[flush, sync, rename, sync, read]# RAM:[free, memcpy]# RAM:[memcpy, move, cache, move, free, free]# RAM:[calloc, move, read]}
92415;25;diskpart.exe;{DISK:[fsync, rename, fsync, sync]# CPU:[pop, loop, xor, mul]# DISK:[fsync, sync, fsync, sync]# CPU:[test, mov, call, dec, dec, div]# CPU:[pop, xor, mod, sub, jump]}
66692;1024;mvn.exe;{CPU:[add, call, ret, shift, mod]# RAM:[store, free]# RAM:[copy, write, cache]# RAM:[write, release, memcpy, malloc]# RAM:[read, write]# DISK:[append, unlink, open, flush, unlink, truncate, fsync]}
83306;56;docker.exe;{CPU:[div, sub, cmp, ret]# DISK:[read, append]# CPU:[push, jump]# RAM:[free, cache, alloc, release, copy]# CPU:[push, push, loop, div]}
69419;98;ping.exe;{RAM:[free, read, move, cache, move, calloc, read, cache]# RAM:[load, memcpy, calloc, release, malloc]# DISK:[close, seek, commit, read, read, truncate, truncate]# RAM:[copy, fetch, calloc, load, release, store]# RAM:[release, memcpy]# CPU:[inc, ret, loop, jump, test, div, loop, push]# CPU:[shift, ret]}
73493;87;powershell.exe;{RAM:[memcpy, calloc, release, read, free, load, free, move]# DISK:[truncate, write, truncate, append, flush, truncate, append, append]# DISK:[unlink, truncate, flush, close, flush, flush, sync]# RAM:[fetch, fetch, read, release, load, write, free, memcpy]# CPU:[add, div, dec, cmp, jmp, shift]# CPU:[ret, jump, mod]}
17564;219;regedit.exe;{CPU:[mul, call, xor, mul]# DISK:[close, open]# RAM:[fetch, alloc, read, load, calloc]# RAM:[read, read]}
92804;333;mvn.exe;{DISK:[write, commit, flush, read]# RAM:[calloc, free, release, copy]# DISK:[seek, commit]# RAM:[move, load, write, malloc, alloc, alloc, calloc]# RAM:[fetch, read, move, memcpy, memcpy, copy]# RAM:[memcpy, cache, load]# DISK:[flush, read, read, unlink, write]}
65112;56;taskmgr.exe;{RAM:[load, release]# DISK:[open, flush, read, sync, write, write, truncate]# DISK:[seek, flush]# RAM:[copy, cache, write, memcpy, cache]}
28295;25;mvn.exe;{CPU:[mod, loop, call, sub, jump, sub]# CPU:[inc, xor, mod, shift, jump, mul]# DISK:[flush, sync, truncate, commit]}
4186;25;chrome.exe;{RAM:[store, read, read, write, fetch, free]# CPU:[mov, add, add, loop]# CPU:[loop, mul, cmp, sub, loop, call]# CPU:[div, cmp]# DISK:[sync, commit, seek, close, truncate, append, write, open]# RAM:[alloc, alloc, write, read, calloc]}
33377;219;wmic.exe;{DISK:[rename, write, append, write, commit]# CPU:[mul, test, add, loop, push, pop]# CPU:[sub, jump, xor, pop, pop]# CPU:[dec, jump, mul]# DISK:[seek, read, unlink, read, flush]}
77132;56;cmd.exe;{DISK:[close, seek, commit, mount, mount, close, fsync]# RAM:[release, fetch, alloc, cache, move, read, free, malloc]# CPU:[dec, inc, div, xor, jump]# RAM:[write, malloc, fetch, move, release]}
39435;333;node.exe;{DISK:[mount, unlink, fsync]# DISK:[commit, truncate, unlink, write]# RAM:[alloc, write]}
14033;98;control.exe;{RAM:[move, release, write, alloc, calloc, cache]# DISK:[rename, close, mount, close, commit]# DISK:[mount, append, truncate, sync, rename]}
67431;1507;docker.exe;{CPU:[mod, sub, add, jmp, jmp]# RAM:[fetch, load, read, copy]# DISK:[append, fsync, open]# DISK:[commit, write]}
75058;25;mvn.exe;{DISK:[commit, read, write, sync, mount, seek, seek, sync]# DISK:[close, rename, truncate, fsync, rename, flush, sync]# DISK:[open, read, fsync, flush, rename, unlink, flush]# RAM:[load, copy, cache, load, fetch, read]# DISK:[write, flush, commit]}
69277;731;chrome.exe;{RAM:[alloc, memcpy, release]# CPU:[mul, call, cmp]# DISK:[append, open, close, read, fsync, seek, unlink]# RAM:[free, calloc]# CPU:[sub, add]}
2482;642;gradle.exe;{CPU:[pop, mod, loop, xor, mov, div, add, add]# DISK:[commit, rename, rename, commit, write, write]# RAM:[cache, calloc]# CPU:[mov, mul]# RAM:[calloc, memcpy, malloc, alloc, release, free]# CPU:[test, cmp, loop, mov, ret, mov, loop]}
97094;333;netstat.exe;{RAM:[copy, calloc]# DISK:[mount, truncate, fsync, write]# DISK:[append, mount, sync, flush, seek]}
6740;25;netstat.exe;{DISK:[open, flush, flush, sync]# CPU:[xor, loop]# CPU:[jmp, mul]# RAM:[malloc, move]# DISK:[unlink, close, mount, unlink, truncate, read, rename]# DISK:[mount, read, seek, flush, open, mount, rename, fsync]# DISK:[write, unlink]}
26767;219;ping.exe;{RAM:[read, fetch, store, cache, move]# DISK:[mount, mount, commit, close, mount, fsync]# RAM:[fetch, alloc, memcpy, read, write]# CPU:[jump, push, add, jump, ret, mul]# DISK:[read, read, open, flush, truncate, append]}
78279;56;notepad.exe;{RAM:[read, copy, store]# DISK:[append, mount]# DISK:[read, append, flush, rename]# RAM:[free, cache, load, alloc, free, store, fetch]}
2380;25;services.exe;{CPU:[div, ret, jump, ret, inc, div]# DISK:[open, sync]# CPU:[call, inc, dec, mov, add, pop, mod]}
15097;25;explorer.exe;{DISK:[flush, seek, mount]# RAM:[read, read, write, alloc, copy]# CPU:[jump, loop, mul, add, mul, call]# CPU:[mov, shift, mul]# RAM:[alloc, read]# DISK:[truncate, close, unlink, seek]}
65342;333;docker.exe;{RAM:[release, calloc, memcpy]# RAM:[cache, memcpy, read, load]# DISK:[read, append, sync]# CPU:[pop, mod, add, div, mul, inc, xor, add]# RAM:[memcpy, memcpy, calloc, malloc, free]# DISK:[append, fsync, read, mount]}
30885;219;node.exe;{CPU:[shift, ret, call, call, inc]# CPU:[jump, loop, call, mod, loop, add, jmp]# RAM:[cache, memcpy, calloc, cache, store, memcpy, calloc, cache]# CPU:[jump, push, mul, loop, shift, ret, loop, jmp]# RAM:[move, load, fetch, fetch, release, write, malloc, alloc]# DISK:[open, flush]}
47496;25;explorer.exe;{CPU:[jmp, pop, jmp, mov, test, pop, jump, jump]# CPU:[push, cmp, pop, sub]# RAM:[cache, memcpy, calloc, cache, copy, alloc, write]# CPU:[inc, shift]# RAM:[memcpy, calloc, store, alloc, store, load]# DISK:[read, seek, sync, open, close, mount, rename, mount]}
84355;87;powershell.exe;{DISK:[commit, append, rename, flush, truncate, truncate, write]# DISK:[append, flush, seek]# DISK:[flush, mount, flush, unlink, open]}
77007;56;gradle.exe;{CPU:[mul, jmp, jmp, push, mov, shift, ret]# CPU:[mod, push, add, dec, div]# CPU:[call, mul]# CPU:[dec, pop, cmp, push, mul, call, xor, add]# CPU:[mod, sub, pop, jmp, shift, add, xor]# RAM:[write, memcpy, memcpy]# DISK:[truncate, sync, seek, seek, flush, read, seek, close]}
26529;87;netstat.exe;{DISK:[commit, commit, commit, seek, write, write, rename, mount]# CPU:[cmp, pop]# RAM:[write, free, write, calloc, memcpy, fetch, memcpy, write]# DISK:[append, rename, open, truncate, sync, seek, rename, close]# CPU:[mod, jump, dec, sub, jmp, push, div]# DISK:[mount, fsync, open, append, fsync, truncate, unlink]}
47896;25;diskpart.exe;{CPU:[loop, inc, xor]# RAM:[alloc, memcpy, write, read, fetch, alloc]# DISK:[open, fsync, fsync, append, truncate, close]}
553;4086;taskmgr.exe;{DISK:[seek, close, flush, append, write, sync, write, sync]# CPU:[jmp, div, test, jump, jump, cmp]# DISK:[rename, commit, open, sync, mount, append]# RAM:[write, copy, free, fetch, store, release, free, read]# RAM:[copy, release, write, read, alloc]# RAM:[read, malloc, memcpy, memcpy, copy, store]}
46223;4086;gradle.exe;{CPU:[push, pop, cmp]# CPU:[mod, call, call]# CPU:[mov, sub, mod, mod, ret]}
46291;4086;regedit.exe;{DISK:[seek, sync, rename, append, open]# DISK:[write, sync, commit, close]# CPU:[mov, dec, jump]# CPU:[sub, div, shift, pop]# CPU:[mul, add, test, add, cmp]# CPU:[sub, jmp, push, call]}
37071;1024;wmic.exe;{DISK:[fsync, flush, commit, read, mount, truncate]# RAM:[write, free, read, read, load, write]# DISK:[commit, rename, rename, write, fsync]}
2127;219;ping.exe;{CPU:[dec, mul]# RAM:[memcpy, store, calloc, calloc, memcpy]# DISK:[close, mount, sync, close, rename]}
32221;1024;control.exe;{RAM:[load, copy, write]# CPU:[inc, add]# CPU:[push, test, shift, push, jump, test, jmp, mov]# RAM:[write, store, fetch, free, copy, store, store, memcpy]# CPU:[ret, mul, loop]# RAM:[calloc, write, alloc, free]# DISK:[rename, commit, append, truncate]}
13005;219;java.exe;{CPU:[sub, loop, call, xor, mod]# CPU:[pop, pop, shift]# DISK:[unlink, rename, mount, sync, rename, append, append, read]# CPU:[mul, loop, div, add]# RAM:[read, release, copy]}
60897;87;java.exe;{RAM:[malloc, fetch, copy, malloc, calloc, free, fetch, malloc]# DISK:[flush, write]# RAM:[load, free, copy, read]# CPU:[pop, mul, pop, jmp, inc]# DISK:[open, read, sync, seek, read]# DISK:[unlink, mount, rename]}
98632;731;control.exe;{RAM:[fetch, alloc, copy]# DISK:[mount, seek, append, sync, sync, mount, read, seek]# RAM:[cache, malloc, free, alloc, fetch, write, release]# DISK:[unlink, flush, close]# DISK:[append, sync, close, read, unlink]# DISK:[flush, truncate, sync]# DISK:[fsync, append, commit, seek, sync, open]}
91074;25;regedit.exe;{DISK:[commit, open, flush, read, seek]# DISK:[rename, unlink, rename, flush]# RAM:[store, calloc]# CPU:[jmp, jump, test, cmp, mov, shift, mul]# RAM:[release, fetch, cache, load, calloc, read]# RAM:[malloc, malloc, memcpy]# RAM:[fetch, read, memcpy, fetch, copy]}
78137;4086;mvn.exe;{RAM:[alloc, cache, release, write]# DISK:[fsync, seek, flush, fsync, rename, truncate, mount]# CPU:[call, test, cmp, mod, jump, loop, cmp, call]# CPU:[call, call, jump, test, div, div, mul]# RAM:[store, malloc, fetch, cache, move, write, fetch, write]}
55534;314;explorer.exe;{CPU:[ret, dec, div, pop, push, ret]# RAM:[copy, free, read, store, alloc, write]# RAM:[read, free, move, release, calloc, alloc]# CPU:[call, shift]# DISK:[truncate, seek, write, mount, read, open, sync, mount]}
65040;87;explorer.exe;{DISK:[fsync, write]# RAM:[calloc, read, free, calloc, write]# RAM:[fetch, calloc, read]# RAM:[read, read, load, move, free, free, alloc]# RAM:[fetch, alloc, load, load, cache, move, free, release]# CPU:[loop, call, mov, push, loop, shift, xor, ret]}
798;642;ping.exe;{CPU:[mod, inc, push, sub, call, dec, ret]# RAM:[memcpy, move]# CPU:[xor, jump, loop, call, test, call, ret]# CPU:[mov, div, mod]# CPU:[sub, pop, mov, shift]# CPU:[shift, shift, loop]# RAM:[store, release, alloc, fetch, release, alloc, copy]}
