[2026-06-09 21:08:42]: NEW PENDING PROCESS: PID=51331 | powershell.exe | USER:GENERIC UID:4086 | P=83
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=15431 | calc.exe | USER:ADMIN UID:25 | P=134
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=72587 | chrome.exe | USER:GENERIC UID:56 | P=69
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=43278 | ssh.exe | USER:GENERIC UID:333 | P=100
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=71958 | services.exe | USER:ADMIN UID:1024 | P=228
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=56672 | java.exe | USER:GENERIC UID:333 | P=100
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=71116 | diskpart.exe | USER:GENERIC UID:1507 | P=116
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=93201 | notepad.exe | USER:GENERIC UID:98 | P=56
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=11760 | gradle.exe | USER:GENERIC UID:4086 | P=116
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=57848 | ssh.exe | USER:ADMIN UID:25 | P=133
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=74481 | git.exe | USER:GENERIC UID:642 | P=99
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=38998 | ftp.exe | USER:ADMIN UID:1024 | P=162
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=71817 | calc.exe | USER:GENERIC UID:56 | P=85
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=64768 | wmic.exe | USER:GENERIC UID:1507 | P=84
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=89568 | notepad.exe | USER:ADMIN UID:314 | P=98
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=94402 | java.exe | USER:ADMIN UID:314 | P=227
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=28216 | explorer.exe | USER:GENERIC UID:731 | P=114
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=50806 | git.exe | USER:GENERIC UID:333 | P=100
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=27954 | chrome.exe | USER:GENERIC UID:731 | P=86
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=54364 | regedit.exe | USER:GENERIC UID:642 | P=67
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=11598 | ssh.exe | USER:ADMIN UID:314 | P=227
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=16417 | ssh.exe | USER:GENERIC UID:642 | P=99
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=67833 | wmic.exe | USER:ADMIN UID:25 | P=100
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=40862 | control.exe | USER:ADMIN UID:25 | P=98
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=16806 | ping.exe | USER:GENERIC UID:1507 | P=66
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=47273 | netstat.exe | USER:GENERIC UID:98 | P=66
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=32042 | wmic.exe | USER:GENERIC UID:219 | P=69
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=17404 | control.exe | USER:ADMIN UID:87 | P=100
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=97338 | regedit.exe | USER:GENERIC UID:642 | P=54
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=51644 | explorer.exe | USER:GENERIC UID:4086 | P=101
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=56964 | cmd.exe | USER:ADMIN UID:87 | P=164
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=26447 | chrome.exe | USER:GENERIC UID:642 | P=70
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=90517 | control.exe | USER:GENERIC UID:98 | P=83
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=45091 | java.exe | USER:GENERIC UID:56 | P=52
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=31495 | git.exe | USER:ADMIN UID:25 | P=164
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=59450 | docker.exe | USER:GENERIC UID:98 | P=67
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=41824 | ipconfig.exe | USER:ADMIN UID:314 | P=163
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=89486 | docker.exe | USER:GENERIC UID:219 | P=70
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=8713 | calc.exe | USER:GENERIC UID:56 | P=86
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=94358 | netstat.exe | USER:GENERIC UID:219 | P=83
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=11517 | java.exe | USER:GENERIC UID:642 | P=52
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=16442 | python.exe | USER:ADMIN UID:314 | P=98
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=70109 | python.exe | USER:GENERIC UID:56 | P=101
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=49517 | netstat.exe | USER:ADMIN UID:314 | P=168
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=28903 | calc.exe | USER:GENERIC UID:731 | P=98
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=35183 | cmd.exe | USER:ADMIN UID:87 | P=226
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=32035 | docker.exe | USER:GENERIC UID:333 | P=115
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=91625 | services.exe | USER:GENERIC UID:333 | P=69
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=3182 | mvn.exe | USER:GENERIC UID:219 | P=98
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=43435 | notepad.exe | USER:ADMIN UID:25 | P=197
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=21215 | docker.exe | USER:GENERIC UID:4086 | P=67
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=40390 | regedit.exe | USER:GENERIC UID:333 | P=50
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=75455 | docker.exe | USER:GENERIC UID:56 | P=85
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=15192 | explorer.exe | USER:GENERIC UID:4086 | P=99
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=96738 | powershell.exe | USER:GENERIC UID:219 | P=69
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=24892 | wmic.exe | USER:GENERIC UID:56 | P=83
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=30507 | git.exe | USER:GENERIC UID:1507 | P=116
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=95760 | ipconfig.exe | USER:ADMIN UID:314 | P=133
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=16202 | docker.exe | USER:GENERIC UID:1507 | P=100
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=38897 | cmd.exe | USER:GENERIC UID:4086 | P=116
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=8500 | taskmgr.exe | USER:ADMIN UID:314 | P=164
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=69688 | gradle.exe | USER:GENERIC UID:4086 | P=54
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=23457 | chrome.exe | USER:GENERIC UID:98 | P=52
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=38014 | taskmgr.exe | USER:ADMIN UID:314 | P=98
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=25724 | services.exe | USER:ADMIN UID:1024 | P=163
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=52169 | diskpart.exe | USER:GENERIC UID:731 | P=67
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=79344 | notepad.exe | USER:ADMIN UID:314 | P=162
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=94828 | control.exe | USER:GENERIC UID:56 | P=69
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=11071 | taskmgr.exe | USER:ADMIN UID:314 | P=102
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=51147 | services.exe | USER:GENERIC UID:56 | P=66
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=98264 | ftp.exe | USER:GENERIC UID:56 | P=54
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=2342 | wmic.exe | USER:GENERIC UID:56 | P=56
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=75514 | gradle.exe | USER:GENERIC UID:333 | P=54
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=70779 | ipconfig.exe | USER:GENERIC UID:219 | P=115
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=15048 | node.exe | USER:GENERIC UID:1507 | P=100
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=85381 | docker.exe | USER:ADMIN UID:25 | P=163
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=55019 | node.exe | USER:GENERIC UID:98 | P=70
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=45113 | ping.exe | USER:GENERIC UID:219 | P=114
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=37354 | regedit.exe | USER:GENERIC UID:731 | P=50
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=69989 | python.exe | USER:ADMIN UID:87 | P=163
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=35562 | regedit.exe | USER:GENERIC UID:642 | P=85
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=48669 | explorer.exe | USER:ADMIN UID:25 | P=100
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=34317 | ipconfig.exe | USER:GENERIC UID:98 | P=98
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=36047 | chrome.exe | USER:GENERIC UID:1507 | P=101
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=39890 | services.exe | USER:GENERIC UID:642 | P=85
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=35581 | diskpart.exe | USER:GENERIC UID:642 | P=114
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=48088 | ipconfig.exe | USER:GENERIC UID:1507 | P=83
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=28643 | cmd.exe | USER:GENERIC UID:731 | P=50
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=46319 | mvn.exe | USER:ADMIN UID:314 | P=226
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=50106 | cmd.exe | USER:GENERIC UID:4086 | P=101
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=44714 | powershell.exe | USER:ADMIN UID:314 | P=98
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=80718 | git.exe | USER:GENERIC UID:333 | P=115
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=34531 | powershell.exe | USER:GENERIC UID:219 | P=85
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=75654 | notepad.exe | USER:ADMIN UID:25 | P=229
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=94931 | explorer.exe | USER:GENERIC UID:731 | P=114
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=92415 | diskpart.exe | USER:ADMIN UID:25 | P=165
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=66692 | mvn.exe | USER:ADMIN UID:1024 | P=195
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=83306 | docker.exe | USER:GENERIC UID:56 | P=85
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=69419 | ping.exe | USER:GENERIC UID:98 | P=115
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=73493 | powershell.exe | USER:ADMIN UID:87 | P=196
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=17564 | regedit.exe | USER:GENERIC UID:219 | P=67
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=92804 | mvn.exe | USER:GENERIC UID:333 | P=114
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=65112 | taskmgr.exe | USER:GENERIC UID:56 | P=66
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=28295 | mvn.exe | USER:ADMIN UID:25 | P=102
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=4186 | chrome.exe | USER:ADMIN UID:25 | P=197
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=33377 | wmic.exe | USER:GENERIC UID:219 | P=85
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=77132 | cmd.exe | USER:GENERIC UID:56 | P=67
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=39435 | node.exe | USER:GENERIC UID:333 | P=50
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=14033 | control.exe | USER:GENERIC UID:98 | P=50
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=67431 | docker.exe | USER:GENERIC UID:1507 | P=67
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=75058 | mvn.exe | USER:ADMIN UID:25 | P=162
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=69277 | chrome.exe | USER:GENERIC UID:731 | P=84
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=2482 | gradle.exe | USER:GENERIC UID:642 | P=101
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=97094 | netstat.exe | USER:GENERIC UID:333 | P=50
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=6740 | netstat.exe | USER:ADMIN UID:25 | P=227
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=26767 | ping.exe | USER:GENERIC UID:219 | P=83
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=78279 | notepad.exe | USER:GENERIC UID:56 | P=66
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=2380 | services.exe | USER:ADMIN UID:25 | P=102
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=15097 | explorer.exe | USER:ADMIN UID:25 | P=196
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=65342 | docker.exe | USER:GENERIC UID:333 | P=99
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=30885 | node.exe | USER:GENERIC UID:219 | P=101
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=47496 | explorer.exe | USER:ADMIN UID:25 | P=197
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=84355 | powershell.exe | USER:ADMIN UID:87 | P=98
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=77007 | gradle.exe | USER:GENERIC UID:56 | P=118
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=26529 | netstat.exe | USER:ADMIN UID:87 | P=196
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=47896 | diskpart.exe | USER:ADMIN UID:25 | P=100
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=553 | taskmgr.exe | USER:GENERIC UID:4086 | P=99
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=46223 | gradle.exe | USER:GENERIC UID:4086 | P=56
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=46291 | regedit.exe | USER:GENERIC UID:4086 | P=102
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=37071 | wmic.exe | USER:ADMIN UID:1024 | P=98
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=2127 | ping.exe | USER:GENERIC UID:219 | P=52
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=32221 | control.exe | USER:ADMIN UID:1024 | P=228
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=13005 | java.exe | USER:GENERIC UID:219 | P=85
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=60897 | java.exe | USER:ADMIN UID:87 | P=195
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=98632 | control.exe | USER:GENERIC UID:731 | P=114
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=91074 | regedit.exe | USER:ADMIN UID:25 | P=226
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=78137 | mvn.exe | USER:GENERIC UID:4086 | P=84
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=55534 | explorer.exe | USER:ADMIN UID:314 | P=164
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=65040 | explorer.exe | USER:ADMIN UID:87 | P=195
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=798 | ping.exe | USER:GENERIC UID:642 | P=118
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=84578 | java.exe | USER:GENERIC UID:56 | P=67
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=87276 | powershell.exe | USER:GENERIC UID:333 | P=118
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=72764 | services.exe | USER:GENERIC UID:642 | P=69
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=35419 | cmd.exe | USER:GENERIC UID:56 | P=67
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=77170 | regedit.exe | USER:GENERIC UID:219 | P=69
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=30524 | python.exe | USER:GENERIC UID:333 | P=67
[2026-06-09 22:08:19]: NEW PENDING PROCESS: PID=18113 | explorer.exe | USER:GENERIC UID:56 | P=69
[2026-06-09 22:08:34]: ENDING PROCESS: PID=36887 |STATE: OK
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=51331 | powershell.exe | USER:GENERIC UID:4086 | P=83
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=47122 | services.exe | USER:GENERIC UID:642 | P=85
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=57160 | powershell.exe | USER:GENERIC UID:731 | P=115
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=19520 | taskmgr.exe | USER:ADMIN UID:25 | P=131
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=69402 | netstat.exe | USER:GENERIC UID:98 | P=117
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=54724 | gradle.exe | USER:ADMIN UID:25 | P=163
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=55995 | ftp.exe | USER:ADMIN UID:1024 | P=133
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=11014 | cmd.exe | USER:GENERIC UID:219 | P=84
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=83656 | ssh.exe | USER:GENERIC UID:4086 | P=52
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=24752 | ssh.exe | USER:ADMIN UID:25 | P=166
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=36887 | docker.exe | USER:GENERIC UID:219 | P=50
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=68906 | netstat.exe | USER:GENERIC UID:98 | P=50
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=99038 | cmd.exe | USER:GENERIC UID:642 | P=117
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=96813 | gradle.exe | USER:GENERIC UID:1507 | P=66
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=53121 | docker.exe | USER:GENERIC UID:98 | P=117
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=58698 | taskmgr.exe | USER:ADMIN UID:314 | P=98
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=24741 | control.exe | USER:GENERIC UID:1507 | P=66
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=55956 | mvn.exe | USER:ADMIN UID:25 | P=227
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=74438 | ping.exe | USER:ADMIN UID:87 | P=163
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=91329 | ssh.exe | USER:GENERIC UID:56 | P=66
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=43803 | ping.exe | USER:GENERIC UID:4086 | P=100
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=27505 | chrome.exe | USER:ADMIN UID:87 | P=130
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=43451 | cmd.exe | USER:ADMIN UID:87 | P=228
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=62192 | notepad.exe | USER:GENERIC UID:731 | P=66
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=77653 | chrome.exe | USER:GENERIC UID:98 | P=100
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=76208 | ftp.exe | USER:GENERIC UID:333 | P=69
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=27009 | ping.exe | USER:ADMIN UID:314 | P=100
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=94876 | cmd.exe | USER:ADMIN UID:25 | P=163
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=19491 | control.exe | USER:GENERIC UID:98 | P=115
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=73893 | ping.exe | USER:ADMIN UID:87 | P=198
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=82095 | regedit.exe | USER:GENERIC UID:333 | P=66
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=84665 | control.exe | USER:GENERIC UID:1507 | P=83
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=30125 | control.exe | USER:GENERIC UID:333 | P=83
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=17696 | netstat.exe | USER:GENERIC UID:4086 | P=50
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=77055 | wmic.exe | USER:GENERIC UID:219 | P=50
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=31700 | cmd.exe | USER:GENERIC UID:98 | P=67
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=68843 | notepad.exe | USER:ADMIN UID:25 | P=133
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=28110 | java.exe | USER:GENERIC UID:731 | P=117
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=70368 | ftp.exe | USER:GENERIC UID:731 | P=52
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=2455 | ipconfig.exe | USER:ADMIN UID:25 | P=100
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=13200 | ipconfig.exe | USER:ADMIN UID:314 | P=162
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=69281 | ipconfig.exe | USER:GENERIC UID:4086 | P=82
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=23926 | wmic.exe | USER:ADMIN UID:25 | P=194
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=74200 | services.exe | USER:ADMIN UID:87 | P=102
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=73480 | docker.exe | USER:ADMIN UID:25 | P=227
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=19399 | ssh.exe | USER:GENERIC UID:731 | P=83
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=69372 | ssh.exe | USER:GENERIC UID:219 | P=85
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=50849 | ipconfig.exe | USER:GENERIC UID:642 | P=54
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=25776 | git.exe | USER:GENERIC UID:98 | P=101
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=88525 | regedit.exe | USER:GENERIC UID:642 | P=56
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=10474 | notepad.exe | USER:GENERIC UID:4086 | P=67
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=58753 | control.exe | USER:ADMIN UID:87 | P=229
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=64496 | control.exe | USER:GENERIC UID:333 | P=116
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=23751 | diskpart.exe | USER:ADMIN UID:1024 | P=164
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=77515 | control.exe | USER:GENERIC UID:642 | P=84
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=72653 | cmd.exe | USER:GENERIC UID:1507 | P=52
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=86178 | notepad.exe | USER:ADMIN UID:314 | P=227
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=31227 | explorer.exe | USER:GENERIC UID:219 | P=84
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=17545 | node.exe | USER:GENERIC UID:1507 | P=115
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=68117 | python.exe | USER:GENERIC UID:56 | P=115
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=14193 | chrome.exe | USER:GENERIC UID:219 | P=67
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=11521 | java.exe | USER:ADMIN UID:25 | P=131
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=56218 | explorer.exe | USER:GENERIC UID:731 | P=82
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=80628 | cmd.exe | USER:ADMIN UID:87 | P=197
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=26850 | diskpart.exe | USER:GENERIC UID:1507 | P=99
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=28731 | wmic.exe | USER:ADMIN UID:314 | P=228
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=82378 | mvn.exe | USER:GENERIC UID:56 | P=66
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=23909 | git.exe | USER:GENERIC UID:333 | P=52
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=74401 | ipconfig.exe | USER:GENERIC UID:98 | P=100
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=34314 | ssh.exe | USER:GENERIC UID:56 | P=101
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=17757 | python.exe | USER:GENERIC UID:219 | P=50
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=92499 | control.exe | USER:GENERIC UID:219 | P=117
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=26162 | regedit.exe | USER:GENERIC UID:4086 | P=117
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=52882 | taskmgr.exe | USER:ADMIN UID:87 | P=134
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=23186 | cmd.exe | USER:ADMIN UID:87 | P=165
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=25102 | java.exe | USER:GENERIC UID:731 | P=116
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=44977 | regedit.exe | USER:GENERIC UID:219 | P=67
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=8604 | git.exe | USER:GENERIC UID:219 | P=116
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=94444 | chrome.exe | USER:ADMIN UID:87 | P=100
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=37812 | gradle.exe | USER:GENERIC UID:219 | P=83
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=26362 | python.exe | USER:GENERIC UID:98 | P=69
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=82260 | notepad.exe | USER:GENERIC UID:98 | P=52
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=93803 | wmic.exe | USER:GENERIC UID:98 | P=82
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=77474 | control.exe | USER:GENERIC UID:4086 | P=52
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=22932 | docker.exe | USER:GENERIC UID:219 | P=69
[2026-06-09 23:55:55]: NEW PENDING PROCESS: PID=87309 | notepad.exe | USER:GENERIC UID:1507 | P=85
